decision_id,record_type,occurrence_index,unit_id,section,source_path,source_line,target_path,target_line_start,target_line_end,segment_id,script,locale,chosen_rendering,decision_status,review_priority,accepted_reader_release,accepted_pdf_page,page_binding_status,expert_question
JV-T033,terminology_decision,3,OLP-0017,sets-functions-relations/relations/graphs,upstream/content/sets-functions-relations/relations/graphs.tex,13,translation/content/sets-functions-relations/relations/graphs.tex,13,13,,Latn,jv-Latn-ID,graf / graf mawa arah / simpul / rusuk,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “graf / graf mawa arah / simpul / rusuk” clear and idiomatic for the constrained sense “graph / directed graph / vertex / edge”, or should one of these be preferred: grafa; titik; sisi?"
JV-T033,terminology_decision,4,OLP-0017,sets-functions-relations/relations/graphs,upstream/content/sets-functions-relations/relations/graphs.tex,13,translation/content/sets-functions-relations/relations/graphs.tex,14,14,,Latn,jv-Latn-ID,graf / graf mawa arah / simpul / rusuk,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “graf / graf mawa arah / simpul / rusuk” clear and idiomatic for the constrained sense “graph / directed graph / vertex / edge”, or should one of these be preferred: grafa; titik; sisi?"
JV-T034,terminology_decision,1,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,3,translation/content/sets-functions-relations/relations/trees.tex,10,10,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,2,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,37,translation/content/sets-functions-relations/relations/trees.tex,39,39,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,3,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,40,translation/content/sets-functions-relations/relations/trees.tex,44,44,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,4,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,28,translation/content/sets-functions-relations/relations/trees.tex,74,74,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,5,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,38,translation/content/sets-functions-relations/relations/trees.tex,40,40,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,6,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,87,translation/content/sets-functions-relations/relations/trees.tex,16,16,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T034,terminology_decision,7,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,116,translation/content/sets-functions-relations/relations/trees.tex,146,146,,Latn,jv-Latn-ID,wit / oyod / leluhur / anak / induk / pang / subwit,provisional_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “wit / oyod / leluhur / anak / induk / pang / subwit” clear and idiomatic for the constrained sense “tree / root / ancestor / child / parent / branch / subtree”, or should one of these be preferred: uwit; pucuk; turunan; cabang?"
JV-T035,terminology_decision,1,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,44,translation/content/sets-functions-relations/relations/trees.tex,49,49,,Latn,jv-Latn-ID,anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai,provisional_composition,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai” clear and idiomatic for the constrained sense “least element / well-ordered / successor / predecessor / chain”, or should one of these be preferred: unsur minimal; katata apik; sabanjure; sadurunge; rentengan?"
JV-T035,terminology_decision,2,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,46,translation/content/sets-functions-relations/relations/trees.tex,53,53,,Latn,jv-Latn-ID,anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai,provisional_composition,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai” clear and idiomatic for the constrained sense “least element / well-ordered / successor / predecessor / chain”, or should one of these be preferred: unsur minimal; katata apik; sabanjure; sadurunge; rentengan?"
JV-T035,terminology_decision,3,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,56,translation/content/sets-functions-relations/relations/trees.tex,67,67,,Latn,jv-Latn-ID,anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai,provisional_composition,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai” clear and idiomatic for the constrained sense “least element / well-ordered / successor / predecessor / chain”, or should one of these be preferred: unsur minimal; katata apik; sabanjure; sadurunge; rentengan?"
JV-T035,terminology_decision,4,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,63,translation/content/sets-functions-relations/relations/trees.tex,76,76,,Latn,jv-Latn-ID,anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai,provisional_composition,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai” clear and idiomatic for the constrained sense “least element / well-ordered / successor / predecessor / chain”, or should one of these be preferred: unsur minimal; katata apik; sabanjure; sadurunge; rentengan?"
JV-T035,terminology_decision,5,OLP-0018,sets-functions-relations/relations/trees,upstream/content/sets-functions-relations/relations/trees.tex,92,translation/content/sets-functions-relations/relations/trees.tex,111,111,,Latn,jv-Latn-ID,anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai,provisional_composition,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “anggota paling cilik / katata kanthi becik / panerus / pandhisik / rantai” clear and idiomatic for the constrained sense “least element / well-ordered / successor / predecessor / chain”, or should one of these be preferred: unsur minimal; katata apik; sabanjure; sadurunge; rentengan?"
JV-T036,terminology_decision,1,OLP-0019,sets-functions-relations/relations/operations,upstream/content/sets-functions-relations/relations/operations.tex,22,translation/content/sets-functions-relations/relations/operations.tex,24,24,,Latn,jv-Latn-ID,invers / produk relatif / watesan / aplikasi / tutupan transitif,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers / produk relatif / watesan / aplikasi / tutupan transitif” clear and idiomatic for the constrained sense “inverse / relative product / restriction / application / transitive closure”, or should one of these be preferred: walikan; komposisi relasi; pembatasan; citra; panutupan transitif?"
JV-T036,terminology_decision,2,OLP-0019,sets-functions-relations/relations/operations,upstream/content/sets-functions-relations/relations/operations.tex,25,translation/content/sets-functions-relations/relations/operations.tex,27,27,,Latn,jv-Latn-ID,invers / produk relatif / watesan / aplikasi / tutupan transitif,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers / produk relatif / watesan / aplikasi / tutupan transitif” clear and idiomatic for the constrained sense “inverse / relative product / restriction / application / transitive closure”, or should one of these be preferred: walikan; komposisi relasi; pembatasan; citra; panutupan transitif?"
JV-T036,terminology_decision,3,OLP-0019,sets-functions-relations/relations/operations,upstream/content/sets-functions-relations/relations/operations.tex,28,translation/content/sets-functions-relations/relations/operations.tex,30,30,,Latn,jv-Latn-ID,invers / produk relatif / watesan / aplikasi / tutupan transitif,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers / produk relatif / watesan / aplikasi / tutupan transitif” clear and idiomatic for the constrained sense “inverse / relative product / restriction / application / transitive closure”, or should one of these be preferred: walikan; komposisi relasi; pembatasan; citra; panutupan transitif?"
JV-T036,terminology_decision,4,OLP-0019,sets-functions-relations/relations/operations,upstream/content/sets-functions-relations/relations/operations.tex,31,translation/content/sets-functions-relations/relations/operations.tex,33,33,,Latn,jv-Latn-ID,invers / produk relatif / watesan / aplikasi / tutupan transitif,provisional_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “invers / produk relatif / watesan / aplikasi / tutupan transitif” clear and idiomatic for the constrained sense “inverse / relative product / restriction / application / transitive closure”, or should one of these be preferred: walikan; komposisi relasi; pembatasan; citra; panutupan transitif?"
